No,Tanggal Iklan,URL,Harga_Juta,Kota,Luas Tanah,Luas Bangunan,Kamar Tidur,Kamar Mandi,Kamar Tidur Pembantu,Kamar Mandi Pembantu,Carport,Garasi,Listrik,Surat,Judul,Deskripsi
1,04-09-2021,https://www.rumah123.com/properti/semarang/hos8146376/,2800,Semarang,200,150,4,3,1,1,0,0,3500,SHM,RUMAH MODERN MINIMALIS DI KOTA MANDIRI BSB SEMARANG,"- LOKASI DI DALAM CLUSTER ELITE, CITRALAND BSB, KARYA DEVELOPER CIPUTRA GRUP
 - LINGKUNGAN ASRI, SEJUK, TENANG, BEBAS BANJIR
 - FASILITAS UMUM LENGKAP, JOGGING TRACK, DANAU BUATAN ,DERETAN CAFE, RESTO, SUPERMARKET, PERTOKOAN DLL.
 - KEAMANAN 24JAM, SISTEM ONE GATE DG KARTU
 - KONDISI BANGUNAN NYARIS BARU. SANGAT BAGUS.
 - INVESTASI CERDAS KARENA HARGA AKAN NAIK TERUS. KARENA LOKASI INI MENJADI AKAN MENJADI KOTA SATELIT, LOKASI PRIMADONA DAN MENJADI ARAH PENGEMBANGAN KOTA SEMARANG."
2,04-09-2021,https://www.rumah123.com/properti/semarang/hos8145012/,550,Semarang,63,63,2,1,0,0,0,0,1300,SHM,RUMAH SIAP HUNI DITENGAH KOTA... JL. MANGGIS LAMPER,RUMAH TENGAH KOTA JL MANGGIS LAMPER TENGAH. LUAS TANAH 63. SIAP HUNI . 2KT 1KM. LISTRIK 1300..SHM..HARGA 550JT NEGOMINAT WA SAYA 081225112305
3,04-09-2021,https://www.rumah123.com/properti/semarang/hos8144602/,290,Semarang,82,30,2,1,0,0,0,0,1300,SHM,RUMAH BANYUMANIK STRATEGIS TERMURAH HARGA PROMO,"RUMAH GEDAWANG BANYUMANIK MURAH BANGET HARGA PROMO DIBAWAH PASAR. BUKTIKAN ! POSISI HOOK LUAS TANAH 82M2 LUAS BANGUNAN 30 2 KAMAR TIDUR 1 KAMAR MANDI AIR ARTETIS LISTRIK 1300 WATT BONUS : AC 1/2 PK 1 UNIT TAMAN CANTIK TEMBOK PAGAR TANDON AIR HARGA DIBAWAH PASARAN, 290 JUTA CASH !! MILIKI SEGERA HANYA ADA 1 UNIT AJA. SIAPA CEPAT DAPAT ! INFO HUBUNGI : DWI VINO 085641116688 ( WA )"
4,04-09-2021,https://www.rumah123.com/properti/semarang/hos8145126/,6900,Semarang,610,1250,4,5,0,0,0,1,8000,SHM,RUMAH BAGUS DI BUKIT COKLAT (DNY),"RUMAH BAGUS DI BUKIT COKLAT (DNY) 2 LANTAI + 1 SEMI BASEMENT BANGUNAN TERAWAT HOOK, ADA LANTAI DAK DI ROOF TOP VIEW KOTA LINGKUNGAN ASRI"
5,04-09-2021,https://www.rumah123.com/properti/semarang/hos8145227/,500,Semarang,108,120,6,3,0,0,0,0,1300,SHM,RUMAH DENGAN KAMAR BANYAK DI KETILENG,BANYAK DI KETILENG LUAS 108M BANGUNAN1.5 LANTAI 6KT 3KM AKSES MOBIL SIMPANGAN 500JT NEGO MINAT WA SAYA 081225112305
6,04-09-2021,https://www.rumah123.com/properti/semarang/hos8145057/,990,Semarang,150,250,5,3,0,0,1,1,2200,SHM,RUMAH MEWAH DI DAERAH FATMAWATI,RUMAH MEWAH DI DAERAH FATMAWATI 2200W GARASI DAN CARPORT TAMAN
7,04-09-2021,https://www.rumah123.com/properti/semarang/hos8144990/,875,Semarang,112,160,4,3,0,0,1,0,2200,SHM,RUMAH MEWAH DI TLOGOMULYO RESIDENCE (VR),RUMAH MEWAH DI TLOGOMULYO RESIDENCE (VR) 2 LANTAI ADA CARPORT
8,04-09-2021,https://www.rumah123.com/properti/semarang/hos8144594/,1750,Semarang,240,250,4,2,0,0,0,0,2200,SHM,RUMAH KOKOH GANDENG SELOMAS BARAT TANAH MAS SEMARANG UTARA,RUMAH DIJUAL SEMARANG RUMAH KOKOH GANDENG SELOMAS BARAT TANAH MAS SEMARANG UTARA BANGUNAN KOKOH KARENA BANGUN SENDIRI 2 RUMAH JADI 1 WATER HEATER KITCHEN SET ADA DAPUR BERSIH DAN DAPUR KOTOR
9,04-09-2021,https://www.rumah123.com/properti/semarang/hos8144593/,450,Semarang,96,96,2,1,0,0,0,0,900,SHM,RUMAH ASRI TANGGUL MAS BARAT TANAH MAS SEMARANG UTARA,RUMAH DIJUAL SEMARANG RUMAH ASRI TANGGUL MAS BARAT TANAH MAS SEMARANG UTARARUMAH DIJUAL SEMARANG RUMAH ASRI TANGGUL MAS BARAT TANAH MAS SEMARANG UTARA ± 4 KM (8 MENIT) KE PARAGON ± 5 KM (18 MENIT) KE PELABUHAN
10,04-09-2021,https://www.rumah123.com/properti/semarang/hos8144582/,699,Semarang,108,67,3,2,0,0,0,0,2200,SHM,RUMAH SENDANGMULYO 2 LANTAI MEVVAH HARGA PROMO,"SPESIAL PROMO GRANADA HOME III JALAN SENDANGMULYO RAYA TEMBALANG KOTA SEMARANG SPESIAL SMART DOOR LOCK & CCTV SETIAP UNITNYA, DENGAN DESAIN ELEGAN NAN MEWAH DI KELASNYA SPESIFIKASI : LUAS TANAH MULAI 108M LUAS BANGUNAN 67M ( 2 LANTAI ) 3 KAMAR TIDUR 2 KAMAR MANDI SHM LISTRIK 2200 BANGUNAN BER-IMB AIR PAM HARGA PROMO RP 699.000.000 DP RINGAN & ANGSURAN FLAT SAMPAI LUNAS AKSES MUDAH 10 DETIK JALAN KAKI DARI JALAN SENDANGMULYO RAYA INFO LENGKAP HUBUNGI : DWI VINO 085641116688"
11,04-09-2021,https://www.rumah123.com/properti/semarang/hos8144586/,600,Semarang,96,96,3,2,0,0,0,0,1300,SHM,RUMAH BANGUNAN BARU TANGGUL MAS BARAT TANAH MAS SEMARANG UTARA,"RUMAH DIJUAL SEMARANG RUMAH BANGUNAN BARU TANGGUL MAS BARAT TANAH MAS SEMARANG UTARA ± 4 KM (8 MENIT) KE PARAGON ± 4,9 KM (16 MENIT) KE PELABUHAN"
12,04-09-2021,https://www.rumah123.com/properti/semarang/hos8144583/,750,Semarang,120,100,3,2,0,0,0,0,2200,SHM,RUMAH TANGGUL MAS BARAT TANAH MAS SEMARANG UTARA,"RUMAH DIJUAL SEMARANG RUMAH TANGGUL MAS BARAT TANAH MAS SEMARANG UTARA ± 3,8 KM (8 MENIT) KE PARAGON ± 5,4 KM (12 MENIT) KE BANDARA"
13,04-09-2021,https://www.rumah123.com/properti/semarang/hos8141933/,290,Semarang,84,30,2,1,0,0,0,0,1300,SHM,RUMAH BANYUMANIK MURAH,GEDAWANG KAVLING PERMAI II BANYUMANIK POSISI HOOK DEKAT TRANSMART DEKAT SWALAYAN ADA DEKAT RS HERMINA 1 UNIT TERAHIR MINAT SEGERA..HUBUNGI YUSI 0822.2168.2010
14,04-08-2021,https://www.rumah123.com/properti/semarang/hos8144069/,625,Semarang,86,100,3,1,0,0,1,0,1300,SHM,RUMAH SIAP HUNI DI KRUING PERUMNAS BANYUMANIK,DIJUAL CEPAT RUMAH SIAP HUNI 1.5 LANTAI DI KERUING BANYUMANIK HANYA 300 METERAN DARI JALAN RAYA BANYUMANIK SPESIFIKASI RUMAH : LT 86 M2 LB 100 M2 BANGUNAN 1.5 LANTAI KT 3 KM 1 LISTRIK 1300 VA AIR PAM 24 JAM KAMAR DINDING FULL KERAMIK BONUS AC CARPORT MUAT 2 MOBIL JALAN LEBAR BISA SIMPANGAN MOBIL TEMPAT JEMURAN DI ATAS DEKAT PASAR JATI DEKAT PUSAT KULINER BANYUMANIK DEKAT SD SMP SMA FAVORIT DI BANYUMANIK HARGA 625 JUTA NEGO HALUS RY
15,04-08-2021,https://www.rumah123.com/properti/semarang/hos8144051/,975,Semarang,150,250,5,3,0,0,1,1,2200,SHM,RUMAH SIAP HUNI 2 LANTAI DI SAPTA PRASETYA PEDURUNGAN,DIJUAL CEPAT MURAH RUMAH MEWAH JL SAPTA PRASETYA SEMARANG. SHM LT SEKITAR 150 LB SEKITAR 250 LISTRIK 2200 WATT 5 KAMAR TIDUR 3 KAMAR MANDI 1 DAPUR 1 RUANG TAMU 1 RUANG KELUARGA 1 RUANG BESAR LT 2 1 TERAS BESAR TAMAN POHON MEWAH TEMPAT CUCI MEWAH GARASI CARPORT 3 MOBIL NETT 975 JT NEGO HYNRUMAH MEWAH JL SAPTA PRASETYA SEMARANG.
16,04-08-2021,https://www.rumah123.com/properti/semarang/hos8144045/,875,Semarang,112,160,4,2,0,1,1,0,2200,SHM,RUMAH SIAP HUNI 2 LANTAI DI TLOGOMULYO RESIDENCE,DIJUAL RUMAH BARU MINIMALIS MEWAH JL TLOGOMULYO RESIDENCE LT 112 LB SEKITAR 160M2 SHM LISTRIK 2200 WATT 4 KAMAR TIDUR 2 KAMAR MANDI DALAM 1 KAMAR MANDI LUAR 1 RUANG TAMU 1 RUANG KELUARGA TEMPAT MENCUCI TEMPAT MENJEMUR TERAS TAMAN CARPORT LUAS SHM HARGA 875 JUTA NEGO HYN
17,04-08-2021,https://www.rumah123.com/properti/semarang/hos8144037/,1650,Semarang,300,400,8,4,0,0,1,1,2200,SHM,RUMAH MEWAH 2 LANTAI DI PEDURUNGAN TENGAH,DIJUAL CEPAT. RUMAH MEWAH PEDURUNGAN TENGAH SEMARANG LT SEKITAR 300M2 LB SEKITAR 400M2 LISTRIK 2200 WATT AIR ARTETIS SHM 8 KAMAR BESAR 4 KAMAR MANDI 1 RUANG TAMU BESAR GARASI DAN CARPORT BS 4 SD 5 MOBIL TERAS LANTAI 2 TAMAN INDAH BANGUNAN MODERN DAN LANTAI 2 CLASSIC. HARGA 1.650 M HYN SPEC LANTAI DAN KAMAR MANDI DLL GRANIT MEWAH DAN IWF
18,04-08-2021,https://www.rumah123.com/properti/semarang/hos8143312/,950,Semarang,150,250,5,3,0,0,1,0,2200,SHM,RUMAH FULL FURNISHED,DIJUAL CEPAT MURAH RUMAH MEWAH JL SAPTA PRASETYA SEMENIT AJA KE FATMAWATI RAYA LUAS TANAH SEKITAR 150M LUAS BANGUNAN SEKITAR 250M LISTRIK 2200 WATT 5 KAMAR TIDUR 3 KAMAR MANDI 1 DAPUR 1 RUANG TAMU 1 RUANG KELUARGA 1 RUANG BESAR LT 2 1 TERAS BESAR TAMAN POHON MEWAH TEMPAT CUCI MEWAH GARASI CARPORT 3 MOBIL SET KORDEN SET BED COVER SET TEMPAT TIDUR SET SOFA TAMU DISPENSER KURSI TERAS LEMARI ES 4 AC BARU HADAP SELATAN SERTIFIKAT HM HARGA 950 JUTA NON FURNISHED 910 JUTA INFO : 081326367934 ANDI ATAU KLIK LINK DI BAWAH INI UNTUK LANGSUNG MENUJU KE WHATSAPP HTTP://BIT.LY/ANDIPROPERTY UNTUK PROPERTY LAINNYA BISA CEK INSTAGRAM KITA @ANDIPROPERTISEMARANG @ANDIPROPERTISEMARANG @ANDIPROPERTISEMARANG
19,04-05-2021,"Rumah dijual 1 lantai, 2 kamar hos8123509 | rumah123.com",623,Semarang,97,60,2,1,0,0,1,0,1300,SHM,HUNIAN ISTIMEWA BANGUNAN BARU MODERN CLUSTER ONE GEAT,"RUMAH BANYUMANIK KUALITAS TERBAIK, READY STOK TERBANYAK !
  
  PERMATA GREEN GARDEN
  JL PERMATA GRAFIKA, BANYUMANIK, SEMARANG, JAWA TENGAH.
  
  SPESIFIKASI DARI RUMAH :
  
  LUAS TANAH 97M2
  LUAS BANGUNAN 60M2
  KAMAR TIDUR 2
  KAMAR MANDI 1
  CARPORT
  
  KENAPA HARUS BELI DI PERMATA GREEN GARDEN ?
  KARENA BELI DISINI ANDA GAK AKAN MENYESAL...
  - TERSEDIA RUMAH READY STOK TERBANYAK
  - SPEK BANGUNAN PALING MANTUL ! KUALITAS DIATAS RATA2, PONDASI CAKAR AYAM, SIAP NAIK 2 LANTAI
  - SEMUA PINTU MATERIAL KAYU JATI BERKUALITAS BAGUS
  - ANAK KUNCI MERK ""SOLID"" BERGARANSI 50 TAHUN, RUSAK GANTI BARU ( ADA KARTU GARANSI )
  - SERTIFIKAT READY SUDAH SPLIT PERBIDANG, IMB SUDAH TERBIT, DIJAMIN AMAN SULEMAN
  - AIR ARTETIS 24 JAM IURAN PALING MURAH, HANYA 50 RIBU / - BULAN PEMAKAIAN SEPUASNYA !
  - KEAMANAN 24 JAM
  - BANGUNAN BERGARANSI 100 HARI
  
  BONUS LANGSUNG :
  
  + AC
  + KANOPI
  + TERALIS JENDELA
  + TANDON AIR 800 LITER"
20,04-05-2021,https://www.rumah123.com/properti/semarang/hos8123190/,850,Semarang,133,120,3,1,0,0,1,0,2200,SHM,RUMAH GRAHA WAHID SAMBIROTO KEDUNGMUNDU TEMBALANG DKT UNIMUS | 3,"DIJUAL RUMAH MEWAH BANGUNAN BAGUS DI GRAHA WAHID SAMBIROTO TEMBALANG
  
  GRAHA WAHID
  RUMAH 2 LANTAI
  LUAS TANAH 133
  LUAS BANGUNAN 120
  FASILITAS:
  - 3 KAMAR TIDUR
  - 1 KAMAR MANDI
  - TAMAN
  -CARPORT
  - RUANG TAMU
  - RUANG KELUARGA
  - DAPUR
  - AIR PAM
  - LISTRIK 2200
  - LINGKUNGAN EKSKLUSIF (ONE GATE SYSTEM)
  - JALAN LEBAR
  
  LOKASI SANGAT STRATEGIS :
  - BERADA DI LINGKUNGAN KAMPUS UNIMUS KEDUNGMUNDU TEMBALANG
  - PERUMAHAN GRAHA WAHID SAMBIROTO TEMBALANG, SEMARANG
  - DEKAT RSUD WONGSONEGORO KETILENG
  - DEKAT ADA SWALAYAN FATMAWATI, PIZZA HUT MAJAPAHIT, GAIA KEDUNMUDU
  - SEMUA FASILITAS PNUNJANG SANGAT LENGKAP
  - DEKAT BANK, RESTORAN, POM BENSIN
  HARGA: 850 CASH
  INFO DAN SURVEY HUB"
21,04-05-2021,Rumah dijual 4 kamar hos8123964 | rumah123.com,3800,Semarang,550,310,4,3,1,1,0,0,3300,SHM,RUMAH BESAR DI SEMARANG KOTA UNTUK YG MINAT HUB. WA 089694072777 083838887538,"RUMAH BAGUS, LUAS, SIAP PAKAI, HALAMAN BELAKANG LUAS, LINGKUNGAN NYAMAN, TIDAK BANJIR, 10 MENIT KE SIMPANG LIMA."
22,04-05-2021,Rumah dijual 4 kamar hos8124148 | rumah123.com,2847,Semarang,240,190,4,3,1,1,0,0,2200,HGB,RUMAH BARU 2LT VIVIANE KOTA SATELITE BSB CITRALAND SEMARANG BARAT,"RUMAH DIJUAL SEMARANG KAWASAN KOTA SATELIT BARU KOTA SEMARANG
  
  ADA KAMPUS UNIKA BSB
  
  UPTOWN MALL BSB
  
  MC DONALD PIZZA HUT SUPERINDO
  
  PEMBAYARAN TUNAI - TUNAI BERTAHAP & KPR
  
  HARGA MULAI RP. 2,847,152,000
  
  TERSEDIA TYPE STANDART & KHUSUS"
23,04-05-2021,https://www.rumah123.com/properti/semarang/hos8122979/,525,Semarang,118,80,3,1,0,0,1,0,1300,SHM,"RUMAH PUCANG GADING, SEMARANG TIMUR, PEDURUNGAN 3 KAMAR TIDUR READY | 3","HUNIAN RUMAH BARU MEWAH MURAH MINIMALIS MODERN SIAP HUNI BERLOKASI DI PERUM PUCANG SENTOSA PUCANG GADING
  DENGAN TYPE 80/113 HARGA 525 JT NEGO
  KMR TIDUR 3
  KMR MANDI 1
  DAPUR
  RUANG TAMU
  RUANG KELUARGA
  TAMAN DALAM
  CARPORT
  FREE PAGAR
  SERTIFIKAT SHM IMB PBB SUDAH READY
  
  LOKASI SEBELAH ALFAMART PUCANG GADING
  DEKAT TVRI SEMARANG
  INFO DAN SURVEY"
24,04-05-2021,https://www.rumah123.com/properti/semarang/hos7980652/,573,Semarang,91,50,2,2,0,0,0,0,1300,SHM,RUMAH MINIMALIST DEKAT UNDIP TEMBALANG,KSB TAMAN CENDANA SAMBIROTO
25,04-05-2021,https://www.rumah123.com/properti/semarang/hos7969336/,610.5,Semarang,97,50,2,2,0,0,0,0,1300,SHM,RUMAH MURAH DI KAWASAN UNIMUS TEMBALANG,KSB TAMAN CENDANA SAMBIROTO LOKASI SAMPING PERUMAHAN ELITE CITRA GRAND LOKASI SANGAT STRATEGIS!!! HUNIAN MEWAH DI KOTA SEMARANG
26,04-05-2021,https://www.rumah123.com/properti/semarang/hos8122661/,778.7,Semarang,120,47,2,1,0,0,1,0,1300,HGB,RUMAH BARU KOTA SATELIT ALISON BSB CITRALAND,RUMAH DIJUAL SEMARANG KAWASAN KOTA SATELIT BARU KOTA SEMARANG ADA KAMPUS UNIKA BSB UPTOWN MALL BSB MC DONALD PIZZA HUT SUPERINDO PEMBAYARAN TUNAI - TUNAI BERTAHAP & KPR INFO LEBIH DETAIL DM & CALL
27,04-05-2021,https://www.rumah123.com/properti/semarang/hos8122834/,530,Semarang,102,45,2,1,0,0,1,0,1300,SHM,RUMAH PEDURUNGAN SEMARANG TIMUR GRAHAMUKTI WOLTER MONGINSIDI | 3,"KODE IKLAN 3 TLOGOMULYO ASRI CLUSTER KAMI HADIRKAN HUNIAN CLUSTER DI TLOGOMULYO PEDURUNGAN, DEKAT DENGAN RENCANA SIMPANG LIMA KE-DUA KOTA SEMARANG. FOTO ASLI RUMAH RUMAH BARU SIAP HUNI TYPE 45/102 M2 KEUNGGULAN TLOGOMULYO ASRI CLUSTER DEKAT SWALAYAN ANEKA JAYA DEKA JALAN RAYA WOLTERMONGINSIDI CLUSTER ONE GATE RUMAH POJOK SECURITY TLOGOMULYO ASRI CLUSTER SANGAT COCOK UNTUK RUMAH TINGGAL/INVENTASI KARENA DEKAT DENGAN RENCANA SIMPANG LIMA KE-DUA KOTA SEMARANG DIPASTIKAN HARGA JUAL CLUSTER AKAN TERUS MENINGKAT LEBAR JALAN DEPAN RUMAH 6 METER JALAN PAVING PERUMAHAN DITUTUP OLEH PAGAR JADI BISA DIPASTIKAN AMAN DAN MEWAH SPESIFIKASI PONDASI :PASANGAN BATU BELAH STRUKTUR:BETON BERTULANG DINDING :BATU BATA, DIPLESTER ACI DAN DI CAT KM KERAMIK 25X40 LANTAI : RUANG UTAMA GRANITE 60X60, TERAS GRANITE 60X60 WARNA GELAP ATAP : ALUMUNIUM PINTU DEPAN DAN KAMAR: KAYU JATI MELAMIN PINTU KAMAR MANDI :ALUMUNIUM KACA GELAP PLAFOND : GYPSUM CLOSET : CLOSET DUDUK, SHOWER + KRAN LISTRIK : 1300 VA/220 V LEGALITA"
28,04-05-2021,https://www.rumah123.com/properti/semarang/hos8122777,700,Semarang,138,55,2,2,0,0,1,0,1300,SHM,RUMAH MINIMALIS BEST VIEW!!! DI MULAWARMAN TEMBALANG SEMARANG,RUMAH TOWN HOUSE MULAWARMAN 1 LANTAI MEWAH LOKASI SUPER STRATEGIS JL MULAWARMAN II .SEMARANG JAWA TENGAH LOKASI SUPER STRATEGIS : 2 MENIT KE JL MULAWARMAN RAYA 4 MENIT KE PASAR TRADISIONAL DAMAR 5 MENIT KE UNDIP TEMBALANG 5 MENIT KE TAMAN TIRTO AGUNG 6 MENIT KE PINTU TOL TIRTO AGUNG 7 MENIT KE SEKOLAH AL AZHAR 8 MENIT KE RS BANYUMANIK 9 MENIT KE PIZZA HUT 10 MENIT KE TRANSMART/KFC 11 MENIT KE RS HERMINA BONUS CASH DAN SOFTCASH : FREE BIAYA BALIK NAMA TAMAN CANTIK TANDON AIR 500 LT TEMBOK KELILING 1.5M
29,04-05-2021,https://www.rumah123.com/properti/semarang/hos8122726/,1654,Semarang,160,90,3,2,0,0,2,0,2200,HGB,RUMAH BARU KOTA SATELIT VALECIA BSB CITRALAND,"RUMAH DIJUAL SEMARANG KAWASAN KOTA SATELIT BARU KOTA SEMARANG
  
  ADA KAMPUS UNIKA BSB
  
  UPTOWN MALL BSB
  
  MC DONALD PIZZA HUT SUPERINDO
  
  HARGA RUMAH BELUM TERMASUK PRIVATE POOL
  
  PEMBAYARAN TUNAI - TUNAI BERTAHAP & KPR
  
  INFO LEBIH DETAIL DM & CALL"
30,04-05-2021,https://www.rumah123.com/properti/semarang/hos8122586/,1012,Semarang,135,54,2,1,0,0,1,0,1300,HGB,RUMAH BARU KOTA SATELIT DOLORES BSB CITRALAND,"RUMAH DIJUAL SEMARANG KAWASAN KOTA SATELIT BARU KOTA SEMARANG
  
  ADA KAMPUS UNIKA BSB
  
  UPTOWN MALL BSB
  
  MC DONALD PIZZA HUT SUPERINDO
  
  PEMBAYARAN TUNAI - TUNAI BERTAHAP & KPR
  
  INFO LEBIH DETAIL DM & CALL"
31,04-05-2021,https://www.rumah123.com/properti/semarang/hos8122525/,690,Semarang,120,138,2,1,0,0,0,1,2200,SHM,HUNIAN PERBUKITAN NYAMAN DAN ASRI,"RUMAH DIJUAL SEMARANG - BANGUNAN SATU SETENGAH LANTAI
  
  - VIEW DEPAN LAUT UTARA
  
  - VIEW SAMPING PEMANDANGAN PERBUKITAN
  
  - JALANAN LEBAR
  
  - BANYAK TAMAN HIJAU
  
  - GARASI DIBAWAH LEBAR BISA UNTUK PARKIR MOBIL DAN MOTOR
  
  - 1 UNIT POMPA AIR
  
  - PENAMPUNGAN AIR 3 KUBIK
  
  - SUDAH ADA JARINGAN TELKOM/INTERNET FIBER OPTIK"
32,04-05-2021,https://www.rumah123.com/properti/semarang/hos8122494/,1300,Semarang,135,135,3,1,1,1,0,0,3500,SHM,J. CEPAT! RUMAH GRAHA PADMA SEMARANG,RUMAH DIJUAL SEMARANG
33,04-05-2021,https://www.rumah123.com/properti/semarang/hos8123537/,804,Semarang,120,80,3,2,0,0,1,0,2200,SHM,RUMAH CLUSTER READY STOK BANGUNAN BARU LINGKUNGAN AMAN DAN NYAMAN,"RUMAH BANYUMANIK KUALITAS TERBAIK, READY STOK TERBANYAK !
  
  PERMATA GREEN GARDEN
  JL PERMATA GRAFIKA, BANYUMANIK, SEMARANG, JAWA TENGAH.
  
  SPESIFIKASI DARI RUMAH :
  
  LUAS TANAH 120M2
  LUAS BANGUNAN 80M2
  KAMAR TIDUR 3
  KAMAR MANDI 2
  CARPORT
  LISTRIK 2200 WATT
  
  KENAPA HARUS BELI DI PERMATA GREEN GARDEN ?
  KARENA BELI DISINI ANDA GAK AKAN MENYESAL...
  - TERSEDIA RUMAH READY STOK TERBANYAK
  - SPEK BANGUNAN PALING MANTUL ! KUALITAS DIATAS RATA2, PONDASI CAKAR AYAM, SIAP NAIK 2 LANTAI
  - SEMUA PINTU MATERIAL KAYU JATI BERKUALITAS BAGUS
  - ANAK KUNCI MERK ""SOLID"" BERGARANSI 50 TAHUN, RUSAK GANTI BARU ( ADA KARTU GARANSI )
  - SERTIFIKAT READY SUDAH SPLIT PERBIDANG, IMB SUDAH TERBIT, DIJAMIN AMAN SULEMAN
  - AIR ARTETIS 24 JAM IURAN PALING MURAH, HANYA 50 RIBU / - BULAN PEMAKAIAN SEPUASNYA !
  - KEAMANAN 24 JAM
  - BANGUNAN BERGARANSI 100 HARI
  
  BONUS LANGSUNG :
  
  + AC
  + KANOPI
  + TERALIS JENDELA
  + TANDON AIR 800 LITER
  
  
  UNTUK INFORMASI LEBI"
34,04-05-2021,https://www.rumah123.com/properti/semarang/hos8123488/,550,Semarang,85,55,2,1,0,0,1,0,1300,SHM,READY STOK CLUSTER ONE GEAT LINGKUNGAN PERUMAHAN AMAN DAN NYAMAN JALAN LEBAR,"RUMAH BANYUMANIK KUALITAS TERBAIK, READY STOK TERBANYAK !
  
  PERMATA GREEN GARDEN
  JL PERMATA GRAFIKA, BANYUMANIK, SEMARANG, JAWA TENGAH.
  
  SPESIFIKASI DARI RUMAH :
  
  LUAS TANAH 85M2
  LUAS BANGUNAN 55M2
  KAMAR TIDUR 2
  KAMAR MANDI 1
  CARPORT
  LISTRIK 1300 WATT
  
  KENAPA HARUS BELI DI PERMATA GREEN GARDEN ?
  KARENA BELI DISINI ANDA GAK AKAN MENYESAL...
  - TERSEDIA RUMAH READY STOK TERBANYAK
  - SPEK BANGUNAN PALING MANTUL ! KUALITAS DIATAS RATA2, PONDASI CAKAR AYAM, SIAP NAIK 2 LANTAI
  - SEMUA PINTU MATERIAL KAYU JATI BERKUALITAS BAGUS
  - ANAK KUNCI MERK ""SOLID"" BERGARANSI 50 TAHUN, RUSAK GANTI BARU ( ADA KARTU GARANSI )
  - SERTIFIKAT READY SUDAH SPLIT PERBIDANG, IMB SUDAH TERBIT, DIJAMIN AMAN SULEMAN
  - AIR ARTETIS 24 JAM IURAN PALING MURAH, HANYA 50 RIBU / - BULAN PEMAKAIAN SEPUASNYA !
  - KEAMANAN 24 JAM
  - BANGUNAN BERGARANSI 100 HARI
  
  BONUS LANGSUNG :
  
  + AC
  + KANOPI
  + TERALIS JENDELA
  + TANDON AIR 800 LITER
  
  
  UNTUK INFORMASI LEBIH"
35,04-05-2021,https://www.rumah123.com/properti/semarang/hos8123408/,400,Semarang,100,46,2,1,0,0,1,0,1300,SHM,HUNIAN CANTIK BANGUNAN BARU DESAIN MODERN TANAH LUAS 100M2,"SENDANGMULYO PERMAI
  STRATEGIS DAN TERNILAI
  
  BERADA DI JALAN SENDANGMULYO RAYA TEMBALANG SEMARANG
  
  SPESIFIKASI :
  TYPE 45/100 M
  K. TIDUR (2)
  K. MANDI (1)
  HARGA RP. 400 JUTA
  NEGO SAMPAI JADI !!
  
  KELEBIHAN LOKASI :
  + DEKAT PASAR METESEH
  + DEKAT JALAN RAYA METESEH
  + SELANGKAH KE SD INTERNATIONAL KLIPANG
  + DEKAT KE RSUD KETILENG
  + DEKAT KAMPUS UNDIP DAN UNIMUS
  
  SPESIFIKASI PREMIUM :
  
  - PONDASI : BATU BELAH
  - KAMAR TIDUR (2)
  - KAMAR MANDI (1)
  - LANTAI : GRANIT 60 X 60
  - PASIR : MUNTILAN
  - BATA : BATA MERAH
  - PONDASI : BATU KALI
  - ATAP : BAJA RINGAN
  - KUSEN : ALUMINIUM
  - LISTRIK : 1300 WATT
  
  UNTUK INFORMASI LEBIH LENGKAP :
  
  HUBUNGI NOMOR KAMI DI PROFILE
  SILAHKAN TELFON/WHATSAPP KAMI"
36,04-04-2021,https://www.rumah123.com/properti/semarang/hos8121999/,1400,Semarang,200,100,2,1,0,0,1,0,1300,SHM,SEMARANG TIMUR PERUMAHAN,"BUAT BELI SEPEDA ROADBIKE
  WA 081901412248"
37,04-04-2021,https://www.rumah123.com/properti/semarang/hos8121998/,17000,Semarang,583,460,6,4,1,1,0,0,2200,SHM,SEMARANG KOTA JL. MATARAM,HARGA NEGO SMP JADI
38,04-04-2021,https://www.rumah123.com/properti/semarang/hos8121985/,950,Semarang,212,200,3,2,0,0,1,0,900,SHM,RUMAH SIAP HUNI DI JANGLI,"RUMAH DIJUAL
  
  LT. 212M2 LB. 200M2 (2 RUMAH)
  
  RUANGAN : 3KT, 2KM
  FASILITAS : ARTETIS, 900W X 2
  HADAP : UTARA
  STATUS : HM
  
  LOKASI DI SEMARANG SELATAN, BEBAS BANJIR, SEJUK, DAERAH PERBUKITAN JANGLI, AKSES KE JLN RAYA WAHIDIN DEKAT MUDAH, 15 MENIT KE SIMPANG LIMA, 10 MENIT KE PINTU TOL JATINGALEH, 10 MENIT KE RS ELIZABETH, RUMAH SIAP HUNI.
  
  DANNI
  ERA ATLAS
  DANNI-W.AGENPROPERTI123.COM
  99.CO/ID/DANNI.WARDHANA"
